Nombre,Precio,Marca,Categoria,UrlCompra,Imagen
Mermelada Ujarrás sabor mora - 250 g,1320.0,UJARRAS,/Abarrotes/Mermeladas y Miel/Mermelada/,https://www.walmart.co.cr/mermelada-ujarras-sabor-mora-250-g,https://walmartcr.vteximg.com.br/arquivos/ids/939731/1808_01.jpg?v=638847768272600000
Dip Dos Pinos Sabor Cebolla Francesa - 230g,1880.0,DOS PINOS,/Abarrotes/Snacks y Fruta Seca/Dip/,https://www.walmart.co.cr/dip-cebolla-pinos-230gr,https://walmartcr.vteximg.com.br/arquivos/ids/935039/1791_01.jpg?v=638839746075000000
Quitamanchas Oxi Magic Blanco Doy Pack - 1000ml,1550.0,OXI MAGIC,/Limpieza/Quitamanchas para ropa/Quitamanchas liquido/,https://www.walmart.co.cr/quitamanchas-oxi-magic-blanco-doy-pack-1000ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/230329/Quitamanchas-Oxi-Magic-Blanco-Doy-Pack-1000ml-1-30871.jpg?v=637677813746330000
Quitamanchas Oxi Magic Color Doy Pack - 1000ml,1550.0,OXI MAGIC,/Limpieza/Quitamanchas para ropa/Quitamanchas liquido/,https://www.walmart.co.cr/quitamanchas-oxi-magic-color-doy-pack-1000ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/483807/Quitamanchas-Oxi-Magic-Color-Doy-Pack-1000ml-1-30870.jpg?v=638375494232000000
Salsa de Tomate Natura's con Queso - 90 g,330.0,NATURAS,/Abarrotes/Pastas/Salsa para Pasta y Pizza/,https://www.walmart.co.cr/naturas-salsa-tomate-con-queso-90gr,https://walmartcr.vteximg.com.br/arquivos/ids/767010/1754_01.jpg?v=638664523442230000
Paño Scotch Brite Absorbente - 3 Uds,1960.0,SCOTCH BRITE,/Limpieza/Limpieza del hogar/Limpiadores Multiusos/,https://www.walmart.co.cr/scotch-brite-pa-o-absorbente-und-2,https://walmartcr.vteximg.com.br/arquivos/ids/431430/Pa-o-Absorbente-Scotch-Brite-x-3-unidades-1-24958.jpg?v=638273761954000000
"Cloro gel Clorox + Limpiador, pureza cítrica - 930 ml",1270.0,CLOROX,/Limpieza/Limpieza del hogar/Cloro/,https://www.walmart.co.cr/cloro-clorox-power-gel-citrico-botella-930ml,https://walmartcr.vteximg.com.br/arquivos/ids/439920/Cloro-Marca-Clorox-Gel-Limpiador-Fragancia-C-trico-Botella-930ml-1-30857.jpg?v=638291903584100000
Limpiador Multisuperficies Pledge Cítrico Repuesto - 500 ml,2360.0,PLEDGE,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/limpiador-multisuperficies-pledge-repuesto-500-ml,https://walmartcr.vteximg.com.br/arquivos/ids/880612/4169_01.jpg?v=638762015651400000
Jabón Barra Monteazul Veteado - 400g,810.0,MONTE AZUL,/Limpieza/Jabón de lavandería/Jabón de Barra/,https://www.walmart.co.cr/jabon-barra-monte-azul-veteado-400gr,https://walmartcr.vteximg.com.br/arquivos/ids/843382/4160_01.jpg?v=638731692665570000
Mata Cucarachas Cuckol Cebos - 22 g,2540.0,CUCKOL,/Limpieza/Limpieza del hogar/Insecticidas y Trampas/,https://www.walmart.co.cr/mata-cucarachas-cuckol-cebos-22-g,https://walmartcr.vteximg.com.br/arquivos/ids/303016/Mata-Cucarachas-Cuckol-Cebos-22Gr-1-24934.jpg?v=637849858812500000
Queso Lunchitas Blanco - 272 g,1100.0,LUNCHITAS,/Lácteos/Queso/Queso Americano/,https://www.walmart.co.cr/queso-lunchitas-blanco-272-g,https://walmartcr.vteximg.com.br/arquivos/ids/548362/Queso-Lunchitas-Blanco-272Gr-1-30833.jpg?v=638442994521600000
Bebida Great Value sabor arándanos light bajo en calorías - 1 L,1000.0,GREAT VALUE,/Jugos y Bebidas/Jugos y Néctares/Jugo de Frutas/,https://www.walmart.co.cr/bebida-great-value-arandano-light-1000ml,https://walmartcr.vteximg.com.br/arquivos/ids/817407/1720-01.jpg?v=638702523863900000
Aromatizante Glade en Aerosol Hawaiian Breeze - 400 ml,2950.0,GLADE,/Limpieza/Aromatizantes/Aromatizante ambiental/,https://www.walmart.co.cr/aromatizante-aerosol-hawaiian-breeze-glade-400ml,https://walmartcr.vteximg.com.br/arquivos/ids/948987/4121_01.jpg?v=638857887019330000
Jabón Barra Monteazul Veteado - 400g,810.0,MONTE AZUL,/Limpieza/Jabón de lavandería/Jabón de Barra/,https://www.walmart.co.cr/jabon-barra-monte-azul-veteado-400gr,https://walmartcr.vteximg.com.br/arquivos/ids/843382/4160_01.jpg?v=638731692665570000
Mata Cucarachas Cuckol Cebos - 22 g,2540.0,CUCKOL,/Limpieza/Limpieza del hogar/Insecticidas y Trampas/,https://www.walmart.co.cr/mata-cucarachas-cuckol-cebos-22-g,https://walmartcr.vteximg.com.br/arquivos/ids/303016/Mata-Cucarachas-Cuckol-Cebos-22Gr-1-24934.jpg?v=637849858812500000
Queso Lunchitas Blanco - 272 g,1100.0,LUNCHITAS,/Lácteos/Queso/Queso Americano/,https://www.walmart.co.cr/queso-lunchitas-blanco-272-g,https://walmartcr.vteximg.com.br/arquivos/ids/548362/Queso-Lunchitas-Blanco-272Gr-1-30833.jpg?v=638442994521600000
Bebida Great Value sabor arándanos light bajo en calorías - 1 L,1000.0,GREAT VALUE,/Jugos y Bebidas/Jugos y Néctares/Jugo de Frutas/,https://www.walmart.co.cr/bebida-great-value-arandano-light-1000ml,https://walmartcr.vteximg.com.br/arquivos/ids/817407/1720-01.jpg?v=638702523863900000
Aromatizante Glade en Aerosol Hawaiian Breeze - 400 ml,2950.0,GLADE,/Limpieza/Aromatizantes/Aromatizante ambiental/,https://www.walmart.co.cr/aromatizante-aerosol-hawaiian-breeze-glade-400ml,https://walmartcr.vteximg.com.br/arquivos/ids/948987/4121_01.jpg?v=638857887019330000
Aromatizante Glade Campos De Lavanda Aerosol - 400 ml,3500.0,GLADE,/Limpieza/Aromatizantes/Aromatizante ambiental/,https://www.walmart.co.cr/ambiental-glade-aerosol-campos-lavanda-400ml,https://walmartcr.vteximg.com.br/arquivos/ids/948980/4120_01.jpg?v=638857875025270000
Repelente Raid Líquido Anti Mosquitos Repuesto 30 Noches - 21.9 ml,4320.0,RAID,/Limpieza/Limpieza del hogar/Insecticidas y Trampas/,https://www.walmart.co.cr/repelente-liquido-raid-elect-30-noches-21-9ml,https://walmartcr.vteximg.com.br/arquivos/ids/856692/4118_01.jpg?v=638741990214100000
Lavaplatos Axion Arrasagrasa Aroma Limón En Pasta - 425 g,880.0,AXION,/Limpieza/Lavaplatos/Lavaplatos en polvo y en pasta/,https://www.walmart.co.cr/lavaplatos-axion-arrasagrasa-aroma-limon-en-pasta-425-g,https://walmartcr.vteximg.com.br/arquivos/ids/758624/4108_01.jpg?v=638660962323500000
PALO P PIS ETERNA MAD C PALO,1860.0,ETERNA,"/Limpieza/Accesorios para limpieza/Escobas, Cepillos y Escurridores de Piso/",https://www.walmart.co.cr/palo-p-pis-eterna-mad-c-palo,https://walmartcr.vteximg.com.br/arquivos/ids/689920/4088_01.jpg?v=638609141587930000
Esponja Scotch Brite Doble Uso Cuadrada - 1 Ud,750.0,SCOTCH BRITE,/Limpieza/Accesorios para limpieza/Fibras y esponjas/,https://www.walmart.co.cr/scotch-brite-esponja-limpieza-pesada-cuadrada-und-8,https://walmartcr.vteximg.com.br/arquivos/ids/295069/Esponja-Limpieza-Pesada-Cuadrada-Scotch-Brite-x-1-unidad-1-24871.jpg?v=637829665064030000
Insecticida Gala verde en espiral 12 Uds - 125 g,500.0,GALA,/Limpieza/Limpieza del hogar/Insecticidas y Trampas/,https://www.walmart.co.cr/insecticida-gala-verde-en-espiral-12-uds-125-g,https://walmartcr.vteximg.com.br/arquivos/ids/203018/Espiral-Gala-Caja-Verde-12-Unidades-125gr-1-24862.jpg?v=637577740462770000
Escoba Eterna Economica,1410.0,ETERNA,"/Limpieza/Accesorios para limpieza/Escobas, Cepillos y Escurridores de Piso/",https://www.walmart.co.cr/escoba-eterna-economica-und,https://walmartcr.vteximg.com.br/arquivos/ids/527829/Escoba-Eterna-Economica-1-24859.jpg?v=638419241796500000
Palo Escoba Eterna Madera Pintado,1110.0,ETERNA,"/Limpieza/Accesorios para limpieza/Escobas, Cepillos y Escurridores de Piso/",https://www.walmart.co.cr/palo-escoba-eterna-madera-pintado,https://walmartcr.vteximg.com.br/arquivos/ids/917417/4073_01.jpg?v=638816430057300000
"Cloro Clorox Fragancia Original Bolsa, Triple Acción - 900ml",520.0,CLOROX,/Limpieza/Limpieza del hogar/Cloro/,https://www.walmart.co.cr/cloro-clorox-original-bolsa-900ml,https://walmartcr.vteximg.com.br/arquivos/ids/439951/Cloro-Marca-Clorox-Fragancia-Original-Bolsa-Triple-Acci-n-900ml-1-24845.jpg?v=638291903714300000
Limpiador De Baño Harpic  Anti-Hongos White & Shine Con Cloro Rociador -650ml,3380.0,HARPIC,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/harpic-limpiador-bano-anti-hongos-white-shine-con-cloro-rociador-650ml,https://walmartcr.vteximg.com.br/arquivos/ids/670846/4057_01.jpg?v=638596898501930000
Lavaplatos Zagaz frutos rojo - 1000 g,1140.0,ZAGAZ,/Limpieza/Lavaplatos/Lavaplatos en polvo y en pasta/,https://www.walmart.co.cr/lavaplatos-zagaz-frutos-rojo-1000-g,https://walmartcr.vteximg.com.br/arquivos/ids/670660/1340_01.jpg?v=638596896778200000
Leche Sabe Mas Descremada Larga Duración 6 pack - 1Lt,5620.0,SABEMAS,/Lácteos/Leche/Leche Semi y Descremada/,https://www.walmart.co.cr/leche-descremada-sabemas-uht-6pack-1l-2,https://walmartcr.vteximg.com.br/arquivos/ids/752141/4023_01.jpg?v=638654982423570000
Crema para café Sr Café liviana en bolsa - 370 g,1980.0,SR CAFÂ,"/Abarrotes/Café, Té y Sustitutos/Crema para café/",https://www.walmart.co.cr/crema-cafe-sr-cafe-liviana-bolsa-370gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/507728/Crema-Caf-Sr-Caf-Liviana-Bolsa-370gr-1-31587.jpg?v=638416005481930000
Café Montaña 3 Pack - 1500 g,13330.0,MONTAÑA,"/Abarrotes/Café, Té y Sustitutos/Café Molido/",https://www.walmart.co.cr/3-pack-cafe-montana-1500gr,https://walmartcr.vteximg.com.br/arquivos/ids/574182/Caf-Monta-a-3-Pack-1500gr-1-31577.jpg?v=638469454949170000
Gaseosa Coca Cola sin azúcar - 1.5L,970.0,COCA-COLA,/Jugos y Bebidas/Gaseosas/Sabor Cola/,https://www.walmart.co.cr/refresco-coca-cola-sin-azucar-pet-1500ml,https://walmartcr.vteximg.com.br/arquivos/ids/489445/Gaseosa-Coca-Cola-sin-az-car-1-5L-1-31564.jpg?v=638393746182200000
Salsa Tomate Ketchup Banquete Botella - 385g,1280.0,BANQUETE,"/Abarrotes/Salsa, Aderezos y Vinagre/Cátsup y Mostaza/",https://www.walmart.co.cr/ketchup-banquete-bote-385gr-2,https://walmartcr.vteximg.com.br/arquivos/ids/766503/3971_01.jpg?v=638663369828130000
Limpiador Líquido para Vidrios y Superficies Windex con Vinagre Repuesto - 500 ml,1410.0,WINDEX,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/limpiador-windex-original-vidrios-y-superficies-500ml,https://walmartcr.vteximg.com.br/arquivos/ids/856633/1267_01.jpg?v=638741986924970000
"Rasuradora Desechable Gillette Prestobarba Ultragrip3, 2 Uds",2200.0,GILLETTE,/Higiene y Belleza/Afeitado/Cuidado del Hombre/,https://www.walmart.co.cr/rasuradora-prestobarba-gillette-ultragrip3-unidades,https://walmartcr.vteximg.com.br/arquivos/ids/948885/3964_01.jpg?v=638857107278000000
Galleta Rellena Cuétara Cremas Surtidas 12Uds - 396g,1520.0,CUÉTARA,/Abarrotes/Galletas/Galletas Dulces/,https://www.walmart.co.cr/galleta-cuetara-cremas-surtidas-396gr-2,https://walmartcr.vteximg.com.br/arquivos/ids/565969/Galleta-Rellena-Cu-tara-Cremas-Surtidas-12Uds-396g-1-31543.jpg?v=638458982483830000
Pasta Suli Caracolitos - 250 g,320.0,SULI,/Abarrotes/Pastas/Fusilli/,https://www.walmart.co.cr/pasta-suli-caracolitos-250gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/908648/3940_01.jpg?v=638802510016870000
"Hueso Jarrete Don Cristobal, Precio indicado por Kilo",990.0,DON CRISTOBAL,/Carnes y Pescados/Res/Carne de Res/,https://www.walmart.co.cr/hueso-jarrete-kg-2-2,https://walmartcr.vteximg.com.br/arquivos/ids/930164/1236_01.jpg?v=638834019018930000
"Trocitos De Res Don Cristobal, Precio indica por Kilo",6700.0,DON CRISTOBAL,/Carnes y Pescados/Res/Carne de Res/,https://www.walmart.co.cr/trocitos-res-hacienda-1kg-2-2,https://walmartcr.vteximg.com.br/arquivos/ids/530589/Trocitos-De-Res-Don-Cristobal-Precio-indica-por-Kilo-1-27543.jpg?v=638419994168270000
Frijoles Toños negros enteros - 800 g,1560.0,TOÑOS,/Abarrotes/Enlatados y Conservas/Frijoles instantáneos/,https://www.walmart.co.cr/frijoles-toños-negros-enteros-800-g,https://walmartcr.vteximg.com.br/arquivos/ids/507560/Frijoles-To-os-Negros-Enteros-800gr-1-31501.jpg?v=638416004730070000
Prensa Eterna Ropa Bolsa 12Ea,340.0,ETERNA,/Limpieza/Accesorios para limpieza/Prensas de Ropa y Tendederos/,https://www.walmart.co.cr/prensa-eterna-ropa-bolsa-12ea-4,https://walmartcr.vteximg.com.br/arquivos/ids/204977/Prensa-Eterna-Ropa-Bolsa-12Ea-1-27528.jpg?v=637583235201930000
"Bistec De Cerdo Don Cristobal, Precio indicado por Kilo",3550.0,DON CRISTOBAL,/Carnes y Pescados/Cerdo/Carne de Cerdo/,https://www.walmart.co.cr/bistec-hacienda-cerdo-1kg-2,https://walmartcr.vteximg.com.br/arquivos/ids/939625/1217_01.jpg?v=638847735110130000
Escoba Eterna Plastica Maxiuso - 1 Unidad,2090.0,ETERNA,"/Limpieza/Accesorios para limpieza/Escobas, Cepillos y Escurridores de Piso/",https://www.walmart.co.cr/escoba-eterna-plastica-maxiuso-unidad,https://walmartcr.vteximg.com.br/arquivos/ids/284699/Escoba-Eterna-Plastica-Maxiuso-1-Unidad-1-27508.jpg?v=637798779346030000
Tacos de carne Don Taco 12 Uds - 410 g,3300.0,DON TACO,"/Alimentos Congelados/Comida Fácil/Tacos, pizzas y pastas/",https://www.walmart.co.cr/tacos-de-carne-don-taco-12-uds-410-g,https://walmartcr.vteximg.com.br/arquivos/ids/508120/Don-Taco-12-Und-1-34141.jpg?v=638416007330100000
"Bolsa Para Basura Supermax, Blanca Rollo Extra Grande 30 unidades",3020.0,SUPERMAX,/Limpieza/Desechables/Bolsas para Basura/,https://www.walmart.co.cr/bolsa-basura-supermx-blanca-rollo-xg-30u,https://walmartcr.vteximg.com.br/arquivos/ids/705878/3895_01.jpg?v=638617561202900000
Pan blanco Crujipan bollito precocido 8 Uds - 375 g,1014.0,SIN MARCA,/Panadería y tortillería/Pan Salado/Bagels/,https://www.walmart.co.cr/pan-blanco-crujipan-bollito-precocido-8-uds-375-g,https://walmartcr.vteximg.com.br/arquivos/ids/871759/1682_01.jpg?v=638755781496830000
Queso Great Value Rallado Para Taco - 226 g,1900.0,GREAT VALUE,/Lácteos/Queso/Queso Mozzarella/,https://www.walmart.co.cr/queso-great-value-rallado-para-taco-226-g,https://walmartcr.vteximg.com.br/arquivos/ids/775304/1677_01.jpg?v=638672843488700000
Queso Great Value Parmesano Ralladado - 170 g,1980.0,GREAT VALUE,/Lácteos/Queso/Queso Mozzarella/,https://www.walmart.co.cr/queso-great-value-parmesano-ralladado-170-g,https://walmartcr.vteximg.com.br/arquivos/ids/883795/1675_01.jpg?v=638763930791970000
Vegetales mixtos Del Monte en lata - 241 g,800.0,DEL MONTE,/Abarrotes/Enlatados y Conservas/Vegetales Enlatados/,https://www.walmart.co.cr/vegetales-mixtos-del-monte-en-lata-241-g-,https://walmartcr.vteximg.com.br/arquivos/ids/940044/1659_01.jpg?v=638847828213430000
Maíz Del Monte Dulce En Grano Lata - 261 g,680.0,DEL MONTE,/Abarrotes/Enlatados y Conservas/Vegetales Enlatados/,https://www.walmart.co.cr/maiz-del-monte-dulce-en-grano-lata-261-g,https://walmartcr.vteximg.com.br/arquivos/ids/840340/1654_01.jpg?v=638724968638000000
Pasta dental Colgate infantil 6+ años - 75 ml,1540.0,COLGATE,/Higiene y Belleza/Cuidado Bucal/Pasta dental/,https://www.walmart.co.cr/crema-dental-colgate-smiles-minions-6-anos-75ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/794746/1165_01.jpg?v=638687772130930000
Mezcla De Frutas Silvestres Great Value Congeladas - 3 lb,9000.0,GREAT VALUE,/Alimentos Congelados/Frutas y Verdura Congelada/Frutas Congeladas/,https://www.walmart.co.cr/mezcla-de-frutas-silvestres-great-value-congeladas-3-lb,https://walmartcr.vteximg.com.br/arquivos/ids/769258/3857_01.jpg?v=638665370489570000
Toallas Femeninas Saba Buenas Noches Extra Flujo Súper Abundante Con Alas - 40 uds,4125.0,SABA,/Higiene y Belleza/Cuidado Intimo/Toallas y tampones/,https://www.walmart.co.cr/toalla-saba-buenas-noches-extra-c-ala-40-4,https://walmartcr.vteximg.com.br/arquivos/ids/937811/3841_01.jpg?v=638845155206470000
Sirope El Ángel sabor maple - 475 g,2330.0,EL ANGEL,/Abarrotes/Mermeladas y Miel/Miel/,https://www.walmart.co.cr/sirope-el-angel-panqueque-maple-475gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/502405/Sirope-El-Angel-Panqueque-Maple-475gr-1-27459.jpg?v=638415033207800000
Mermelada El Angel de Guayaba Doy Pack - 250 g,1350.0,EL ANGEL,/Abarrotes/Mermeladas y Miel/Mermelada/,https://www.walmart.co.cr/mermelada-el-angel-de-guayaba-doy-pack-250-g,https://walmartcr.vteximg.com.br/arquivos/ids/574938/Mermelada-El-Angel-Guayaba-Doy-Pack-250gr-1-27452.jpg?v=638469563928900000
Té Mondaisa digextivan combate indigestion y colicos 25 Uds - 32.5 g,1210.0,MONDAISA,"/Abarrotes/Café, Té y Sustitutos/Té Medicinales/",https://www.walmart.co.cr/te-mondaisa-digextivan-25-und-32-5-gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/575126/T-Mondaisa-Digextivan-25-unidades-32-5gr-1-27426.jpg?v=638469564624530000
Mezcla De Frutas Tropicales Great Value Congeladas - 454 g,2700.0,GREAT VALUE,/Alimentos Congelados/Frutas y Verdura Congelada/Frutas Congeladas/,https://www.walmart.co.cr/mezcla-de-frutas-tropicales-great-value-congeladas-454-g,https://walmartcr.vteximg.com.br/arquivos/ids/930057/1085_01.jpg?v=638834013323970000
Papel Aluminio Great Value Extra Resistente - 1524cm,2280.0,GREAT VALUE,/Limpieza/Desechables/Papel aluminio y adherente/,https://www.walmart.co.cr/papel-aluminio-great-value-extra-resistente-1524cm-4,https://walmartcr.vteximg.com.br/arquivos/ids/775241/1064_01.jpg?v=638672270557270000
Waffle Great Value congelado con arándanos - 350 g,2940.0,GREAT VALUE,/Alimentos Congelados/Postres Congelados/Hot Cakes y Wafles/,https://www.walmart.co.cr/waffle-great-value-congelado-con-arandanos-350-g,https://walmartcr.vteximg.com.br/arquivos/ids/494791/Waffle-Great-Value-Congelado-Con-Ar-ndanos-350g-1-28266.jpg?v=638398284161800000
Chop suey Vigui bolsa - 200 g,1520.0,VIGUI,/Abarrotes/Pastas/Pasta Especial/,https://www.walmart.co.cr/chop-suey-vigui-bolsa-200gr,https://walmartcr.vteximg.com.br/arquivos/ids/502424/Chop-Suey-Vigui-Bolsa-200gr-1-30686.jpg?v=638415033295270000
Lavaplatos Axion arrancagrasa en pasta aroma limón 3 pack - 235 g,1900.0,AXION,/Limpieza/Lavaplatos/Lavaplatos en polvo y en pasta/,https://www.walmart.co.cr/lavaplatos-axion-limon-235gr-3pack,https://walmartcr.vteximg.com.br/arquivos/ids/884727/982_01.jpg?v=638768784057530000
Atún Sardimar Trozos Aceite Con Vegetales - 105 g,1320.0,SARDIMAR,/Abarrotes/Enlatados y Conservas/Atún y Pescado/,https://www.walmart.co.cr/atun-sardimar-trozos-aceite-con-vegetales-105-g,https://walmartcr.vteximg.com.br/arquivos/ids/953015/3636_01.jpg?v=638864787147500000
Chocolate Leche Hershey's Zero Sugar - 85 g,3120.0,HERSHEY'S,/Abarrotes/Dulces y Chocolates/Sin Azúcar/,https://www.walmart.co.cr/chocolate-leche-hershey-s-zero-sugar-85-g,https://walmartcr.vteximg.com.br/arquivos/ids/601346/Chocolate-Hershey-S-Leche-Zero-Sugar-85gr-1-28146.jpg?v=638502609674570000
Arroz Indiana 99% grano entero -10000 g,10500.0,INDIANA,"/Abarrotes/Arroz, Frijol y Semillas/Arroz/",https://www.walmart.co.cr/arroz-indiana-99--grano-entero-10000-g,https://walmartcr.vteximg.com.br/arquivos/ids/509911/Arroz-Indiana-99-Grano-Entero-10000gr-1-28128.jpg?v=638416215232000000
Bolsa Kanguro Extra Grande Azul Reciclyng - 9 Unidades,810.0,KANGURO,/Limpieza/Desechables/Bolsas para Basura/,https://www.walmart.co.cr/bolsa-kanguro-extra-grande-azul-reciclyng-unidades,https://walmartcr.vteximg.com.br/arquivos/ids/205883/Bolsa-Kanguro-Extra-Grande-Azul-Reciclyng-9-Unidades-1-24741.jpg?v=637587866577270000
Servill Rosal Napkins 100U,1000.0,ROSAL,/Limpieza/Desechables/Servilletas/,https://www.walmart.co.cr/servill-rosal-napkins-100u,https://walmartcr.vteximg.com.br/arquivos/ids/907036/3502_01.jpg?v=638799330189170000
Pasta Dental Oral-B Complete 4En1 Con Flúor 120g,1800.0,ORAL-B,/Higiene y Belleza/Cuidado Bucal/Pasta dental/,https://www.walmart.co.cr/crema-oral-b-dental-complete-menta-100ml,https://walmartcr.vteximg.com.br/arquivos/ids/861617/3467_01.jpg?v=638748107466870000
Enjuague Bucal Colgate Plax Ice - 1 L,4670.0,COLGATE,/Higiene y Belleza/Cuidado Bucal/Enjuague bucal/,https://www.walmart.co.cr/enjuague-bucal-colgate-plax-ice-1l,https://walmartcr.vteximg.com.br/arquivos/ids/895855/3459_01.jpg?v=638786058160300000
Toallas Femeninas Kotex Esencial Manzanilla - 10 Unidades,680.0,KOTEX,/Higiene y Belleza/Cuidado Intimo/Toallas y tampones/,https://www.walmart.co.cr/toalla-kotex-esencial-manzanilla-con-alas-10-unidades,https://walmartcr.vteximg.com.br/arquivos/ids/920043/3453_01.jpg?v=638821824021900000
Jabón Protex avena antibacterial 6 Pack - 660 g,3740.0,PROTEX,/Higiene y Belleza/Higiene y cuidado corporal/Jabón de tocador/,https://www.walmart.co.cr/jabon-protex-avena-antibacte-6pack-660-g,https://walmartcr.vteximg.com.br/arquivos/ids/912701/3452_01.jpg?v=638809713120570000
Atún Sabemas Trozos En Agua 6 PACK - 840 g,5550.0,SABEMAS,/Abarrotes/Enlatados y Conservas/Atún y Pescado/,https://www.walmart.co.cr/6-pack-atun-sabemas-trozos-en-agua-600gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/902731/1491_01.jpg?v=638797752245530000
Atún Sabemas Trozos En Aceite 6 PACK - 840 g,5600.0,SABEMAS,/Abarrotes/Enlatados y Conservas/Atún y Pescado/,https://www.walmart.co.cr/6-pack-atun-sabemas-trozos-en-aceite-840gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/902730/1490_01.jpg?v=638797749283600000
Tortilla P'picar Strips Cheddar - 130 g,1100.0,ST. EVE,/Panadería y tortillería/Pan Salado/Crutones/,https://www.walmart.co.cr/tortilla-p-picar-strips-cheddar-130gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/503402/Tortilla-P-picar-Strips-Cheddar-130gr-1-33894.jpg?v=638415037606030000
"Yogurt Líquido Dos Pinos, Griego Plus Coco -750ml",2800.0,DOS PINOS,/Lácteos/Yogurt/Yogurt Batido/,https://www.walmart.co.cr/yogurtt-dos-pinos-griego-coco-750ml,https://walmartcr.vteximg.com.br/arquivos/ids/591405/Yogurt-Dos-Pinos-Griego-Coco-750ml-1-33892.jpg?v=638488894014700000
Tortita Bicentury arroz integral con chocolate negro - 130 g,2400.0,BICENTURY,/Abarrotes/Galletas/Galletas Integrales/,https://www.walmart.co.cr/tortita-bicentury-arroz-integral-con-chocolate-negro-130-g,https://walmartcr.vteximg.com.br/arquivos/ids/939799/3400_01.jpg?v=638847789015370000
"Sopa Maggi De Pollo Con Caracolitos, Fortificada Con Hierro Sobre - 51g",400.0,MAGGI,/Abarrotes/Alimentos Instantáneos/Pasta y Sopa Instantánea/,https://www.walmart.co.cr/maggi-sopa-pollo-con-caracolitos-sobre-57g-2,https://walmartcr.vteximg.com.br/arquivos/ids/556840/Sopa-Maggi-De-Pollo-Con-Caracolitos-Fortificada-Con-Hierro-Sobre-51g-1-33882.jpg?v=638451853332170000
Desinfectante en aerosol Great Value neutralizador de olor aroma fresh scent - 323 g,2320.0,GREAT VALUE,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/desinfectante-en-aerosol-great-value-neutralizador-de-olor-aroma-fresh-scent-323-g,https://walmartcr.vteximg.com.br/arquivos/ids/751586/892_01.jpg?v=638654976281700000
Té Manzaté Negro Caja 100 uds -180 g,2600.0,MANZA TE,"/Abarrotes/Café, Té y Sustitutos/Té Medicinales/",https://www.walmart.co.cr/te-manzate-negro-caja-100-uds-180-g,https://walmartcr.vteximg.com.br/arquivos/ids/509932/T-Negro-Manzate-Caja-100-Unidades-180gr-1-31648.jpg?v=638416215343000000
Helado Mini sándwich Dos Pinos - 48 g,2280.0,DOS PINOS,/Alimentos Congelados/Postres Congelados/Helados/,https://www.walmart.co.cr/helado-mini-sandwich-dos-pinos-48-g,https://walmartcr.vteximg.com.br/arquivos/ids/564477/Helado-Dos-Pinos-Mini-Sandwich-8-Pack-384g-1-34727.jpg?v=638458767442500000
Galleta Pozuelo tosh coco y almendra 9 pack - 202.5 g,2470.0,POZUELO,/Abarrotes/Galletas/Galletas Integrales/,https://www.walmart.co.cr/galleta-pozuelo-tosh-coco-almendra-202-5gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/441629/Galleta-Pozuelo-Tosh-Coco-Almendra-202-5gr-1-30557.jpg?v=638296438850430000
Bebida En Polvo Instantánea Marca Livean Sabor Manzana Verde Light - 8g,200.0,LIVEAN,/Jugos y Bebidas/Polvo y Líquidos Concentrados/Bebidas en Polvo/,https://www.walmart.co.cr/bebida-en-polvo-livean-light-manzvde-8gr,https://walmartcr.vteximg.com.br/arquivos/ids/448243/Bebida-En-Polvo-Livean-Light-Manzana-Verde-8gr-1-30549.jpg?v=638307349425130000
"Desinfectante Multiusos Poett, Fragancia Suavidad De Bebé Bolsa - 800ml",730.0,POETT,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/poett-desinfectante-9,https://walmartcr.vteximg.com.br/arquivos/ids/465971/Desinfectante-Multiusos-Poett-Fragancia-Suavidad-De-Beb-Bolsa-800ml-1-34698.jpg?v=638330784517200000
"Desinfectante Multiusos Poett, Fragancia Frescura De Lavanda Bolsa - 800ml",730.0,POETT,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/poett-desinfectante-4,https://walmartcr.vteximg.com.br/arquivos/ids/463813/Desinfectante-Poett-Lavanda-800ml-1-34696.jpg?v=638328299982600000
Frijol Ducal molido negro doy pack - 993 g,1670.0,DUCAL,/Abarrotes/Enlatados y Conservas/Frijoles instantáneos/,https://www.walmart.co.cr/frijol-ducal-molido-negro-doy-pack-993-g,https://walmartcr.vteximg.com.br/arquivos/ids/946234/824_01.jpg?v=638854361226170000
